occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,confidence,needs_review,previous_code,previous_rule_hit,rationale
디자인 관련 관리자,23,2.3e-05,0.993356,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
보조 연기자,23,2.3e-05,0.993379,2,??? ? ?? ???,v2:기자,high,yes,other,no_rule,professional/associate professional
"전직 자동차 부품 기술 영업원, 현재 구직중",23,2.3e-05,0.993402,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 은행 사무원, 현재 구직중",23,2.3e-05,0.993425,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
회원 단체 관련 관리자,23,2.3e-05,0.993448,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 가죽 및 모피 가공원, 현재 구직중",23,2.3e-05,0.993471,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 시각 디자이너, 현재 구직중",23,2.3e-05,0.993494,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
요리 연구가,23,2.3e-05,0.993517,2,??? ? ?? ???,kept:contains:연구,high,no,2,contains:연구,kept from draft; no stronger correction rule
의약품 영업원,23,2.3e-05,0.99354,5,?? ???,kept:contains:영업,high,no,5,contains:영업,kept from draft; no stronger correction rule
"전직 미디어 콘텐츠 창작자, 현재 구직중",23,2.3e-05,0.993563,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 경호 및 보안 관련 종사원, 현재 구직중",22,2.2e-05,0.993585,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 택시 운전원, 현재 구직중",22,2.2e-05,0.993607,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 무대 및 세트 디자이너, 현재 구직중",22,2.2e-05,0.993629,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
정치학 연구원,22,2.2e-05,0.993651,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
자동차 전기 및 전자 정비원,22,2.2e-05,0.993673,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
"전직 농업용 기계장비 기술 영업원, 현재 구직중",22,2.2e-05,0.993695,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 금속 세척기 조작원, 현재 구직중",22,2.2e-05,0.993717,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 호텔 서비스원, 현재 구직중",22,2.2e-05,0.993739,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가스 용접원, 현재 구직중",22,2.2e-05,0.993761,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 연구 관리자,22,2.2e-05,0.993783,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 분식 조리사, 현재 구직중",21,2.1e-05,0.993804,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 마케팅 관리자, 현재 구직중",21,2.1e-05,0.993825,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
경제학 연구원,21,2.1e-05,0.993846,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 자동 재봉설비 조작원, 현재 구직중",21,2.1e-05,0.993867,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
선물거래 중개인,21,2.1e-05,0.993888,5,?? ???,kept:contains:중개인,high,no,5,contains:중개인,kept from draft; no stronger correction rule
"전직 건축 제도사, 현재 구직중",21,2.1e-05,0.993909,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
판사,21,2.1e-05,0.99393,2,??? ? ?? ???,kept:suffix:판사,high,no,2,suffix:판사,kept from draft; no stronger correction rule
"전직 간병인, 현재 구직중",20,2e-05,0.99395,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
건강원 및 탕제원 종사원,20,2e-05,0.99397,7,??? ? ?? ?? ???,v3fix:craft/production/manual skilled,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
방송 및 영화연출 보조원,20,2e-05,0.99399,3,?? ???,kept:suffix:보조원,medium,yes,3,suffix:보조원,kept from draft; no stronger correction rule
채석원,20,2e-05,0.99401,7,??? ? ?? ?? ???,v3fix:craft/production/manual skilled,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 그 외 산업 안전 및 위험 관리원, 현재 구직중",20,2e-05,0.99403,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
섬유 및 의복 제품 생산 관리자,20,2e-05,0.99405,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 교통 계획 및 설계가, 현재 구직중",20,2e-05,0.99407,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 아파트 경비원, 현재 구직중",20,2e-05,0.99409,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 총무 및 인사 관리자, 현재 구직중",20,2e-05,0.99411,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 숙박·여행·오락 및 스포츠 관련 관리자,20,2e-05,0.99413,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 금속제품 도장기 조작원, 현재 구직중",20,2e-05,0.99415,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
의학 연구원,20,2e-05,0.99417,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 공연·영화 및 음반 기획자, 현재 구직중",20,2e-05,0.99419,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 주입·포장 및 봉함기 조작원, 현재 구직중",20,2e-05,0.99421,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 체인점 모집 및 관리 영업원, 현재 구직중",19,1.9e-05,0.994229,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
혼례 종사원,19,1.9e-05,0.994248,4,??? ???,v3fix:service/enforcement work,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
여행 관련 관리자,19,1.9e-05,0.994267,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 패스트푸드 준비원, 현재 구직중",19,1.9e-05,0.994286,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
정신건강의학과 및 신경과 전문 의사,19,1.9e-05,0.994305,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
시트 제품 제조원,19,1.9e-05,0.994324,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 금속공학 기술자 및 연구원, 현재 구직중",19,1.9e-05,0.994343,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
성악가,19,1.9e-05,0.994362,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 그 외 공업기계 설치 및 정비원, 현재 구직중",19,1.9e-05,0.994381,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 홍보 전문가, 현재 구직중",19,1.9e-05,0.9944,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 건설·전기 및 생산 관련 관리자, 현재 구직중",19,1.9e-05,0.994419,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
모피 패턴사,19,1.9e-05,0.994438,7,??? ? ?? ?? ???,v2:패턴사,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 재활용품 수거원, 현재 구직중",19,1.9e-05,0.994457,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 금속 공작 기계 조작원, 현재 구직중",19,1.9e-05,0.994476,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
영상의학과 및 병리과 전문 의사,19,1.9e-05,0.994495,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
"전직 그 외 용접원, 현재 구직중",19,1.9e-05,0.994514,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 반도체공학 기술자 및 연구원, 현재 구직중",19,1.9e-05,0.994533,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 화학물 가열 처리 장치 조작원, 현재 구직중",19,1.9e-05,0.994552,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
신발 제조기 조작원 및 조립원,19,1.9e-05,0.994571,8,????? ?? ? ?? ???,kept:contains:조작원,high,no,8,contains:조작원,kept from draft; no stronger correction rule
로봇공학 시험원,19,1.9e-05,0.99459,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 건물 전기 및 전자설비 조작원, 현재 구직중",19,1.9e-05,0.994609,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
비알코올성 음료 제조기 조작원,19,1.9e-05,0.994628,4,??? ???,kept:contains:음료,high,no,4,contains:음료,kept from draft; no stronger correction rule
"전직 금속 열처리로 조작원, 현재 구직중",18,1.8e-05,0.994646,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 컴퓨터 소프트웨어 개발 관리자, 현재 구직중",18,1.8e-05,0.994664,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 음료 조리사, 현재 구직중",18,1.8e-05,0.994682,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 특수 경비원, 현재 구직중",18,1.8e-05,0.9947,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전기장비 조립원, 현재 구직중",18,1.8e-05,0.994718,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 인쇄 관련 기능 종사원, 현재 구직중",18,1.8e-05,0.994736,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
심리학 연구원,18,1.8e-05,0.994754,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 금형공학 기술자 및 연구원, 현재 구직중",18,1.8e-05,0.994772,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 신용카드 모집인, 현재 구직중",18,1.8e-05,0.99479,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 잠수 기능원, 현재 구직중",18,1.8e-05,0.994808,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
건설용 굴삭기 정비원,18,1.8e-05,0.994826,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
역사학 연구원,18,1.8e-05,0.994844,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 화학 연구원, 현재 구직중",18,1.8e-05,0.994862,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 오락시설 서비스원,18,1.8e-05,0.99488,4,??? ???,kept:contains:서비스,medium,yes,4,contains:서비스,kept from draft; no stronger correction rule
투자 인수 심사원,18,1.8e-05,0.994898,3,?? ???,v3fix:clerical/inspection record work,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 금속절곡기 조작원, 현재 구직중",18,1.8e-05,0.994916,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
무용가,17,1.7e-05,0.994933,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
그 외 재봉사,17,1.7e-05,0.99495,7,??? ? ?? ?? ???,v3:재봉사,medium,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 쓰레기 수거원, 현재 구직중",17,1.7e-05,0.994967,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 번역가, 현재 구직중",17,1.7e-05,0.994984,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 환경미화원 및 재활용품 수거원, 현재 구직중",17,1.7e-05,0.995001,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 전기·전자 부품 및 제품 조립원, 현재 구직중",17,1.7e-05,0.995018,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
원자력발전장치 운전원,17,1.7e-05,0.995035,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
초등학교 교장 및 교감,17,1.7e-05,0.995052,1,???,v3fix:institution/political manager,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 보험 중개인, 현재 구직중",17,1.7e-05,0.995069,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
렌터카 운전원,17,1.7e-05,0.995086,8,????? ?? ? ?? ???,kept:contains:운전원,high,no,8,contains:운전원,kept from draft; no stronger correction rule
"전직 보안 관제원, 현재 구직중",17,1.7e-05,0.995103,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 일반영양사, 현재 구직중",17,1.7e-05,0.99512,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
직물 디자이너,17,1.7e-05,0.995137,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
"전직 복지시설 생활 지도원, 현재 구직중",17,1.7e-05,0.995154,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 철도 고가 전선 가설원, 현재 구직중",17,1.7e-05,0.995171,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
가죽 및 모피 재봉사,17,1.7e-05,0.995188,7,??? ? ?? ?? ???,v3:재봉사,medium,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 화학물 증류기 및 반응기 조작원, 현재 구직중",17,1.7e-05,0.995205,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 미술관·박물관 해설 및 안내원, 현재 구직중",17,1.7e-05,0.995222,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 사무용 전자기기 설치 및 수리원, 현재 구직중",17,1.7e-05,0.995239,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
도료제품 시험원,17,1.7e-05,0.995256,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 투자 권유 대행인, 현재 구직중",16,1.6e-05,0.995272,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
수산물가공 및 염장원,16,1.6e-05,0.995288,7,??? ? ?? ?? ???,kept:contains:가공,high,no,7,contains:가공,kept from draft; no stronger correction rule
"전직 그 외 건축 마감 관련 기능 종사원, 현재 구직중",16,1.6e-05,0.995304,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가전제품 판매원, 현재 구직중",16,1.6e-05,0.99532,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 어업 단순 종사원, 현재 구직중",16,1.6e-05,0.995336,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
목재케이스 및 나무상자 제조원,16,1.6e-05,0.995352,7,??? ? ?? ?? ???,v2:제조원,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 소방설계 기술자 및 연구원, 현재 구직중",16,1.6e-05,0.995368,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 금속기계 부품 조립원, 현재 구직중",16,1.6e-05,0.995384,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 김치 제조 종사원, 현재 구직중",16,1.6e-05,0.9954,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 대리 주차원, 현재 구직중",16,1.6e-05,0.995416,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 사진가, 현재 구직중",16,1.6e-05,0.995432,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 의상 디자이너, 현재 구직중",16,1.6e-05,0.995448,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
송배전설비 전기원,16,1.6e-05,0.995464,7,??? ? ?? ?? ???,v2:전기원,high,yes,other,no_rule,craft/construction/manufacturing skilled
도료제품 기술자 및 연구원,16,1.6e-05,0.99548,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
지구 및 기상 과학 연구원,15,1.5e-05,0.995495,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 네트워크 프로그래머, 현재 구직중",15,1.5e-05,0.99551,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 상표 부착기 조작원, 현재 구직중",15,1.5e-05,0.995525,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 감사 사무원, 현재 구직중",15,1.5e-05,0.99554,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
물리학 연구원,15,1.5e-05,0.995555,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
천일염 생산 종사원,15,1.5e-05,0.99557,7,??? ? ?? ?? ???,v3fix:craft/production/manual skilled,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 전문 간호사, 현재 구직중",15,1.5e-05,0.995585,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
컴퓨터 하드웨어 개발 관리자,15,1.5e-05,0.9956,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
항공운송 관련 관리자,15,1.5e-05,0.995615,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
"전직 전기제어장치 설치 및 정비원, 현재 구직중",15,1.5e-05,0.99563,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 전자 부품 제조 기계 조작원, 현재 구직중",15,1.5e-05,0.995645,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
포장 디자이너,15,1.5e-05,0.99566,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
"전직 시외 및 고속 버스 운전원, 현재 구직중",15,1.5e-05,0.995675,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 컴퓨터 시스템 설계 및 분석가, 현재 구직중",15,1.5e-05,0.99569,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 육아 도우미, 현재 구직중",15,1.5e-05,0.995705,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 교도관, 현재 구직중",15,1.5e-05,0.99572,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
사회학 연구원,15,1.5e-05,0.995735,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 그 외 건물 관리원, 현재 구직중",15,1.5e-05,0.99575,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 토목시공 기술자, 현재 구직중",14,1.4e-05,0.995764,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 건설용 기계 정비원,14,1.4e-05,0.995778,7,??? ? ?? ?? ???,kept:contains:정비,high,no,7,contains:정비,kept from draft; no stronger correction rule
"전직 실업 교사, 현재 구직중",14,1.4e-05,0.995792,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 건축감리 기술자, 현재 구직중",14,1.4e-05,0.995806,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 공학 관련 기술자 및 시험원, 현재 구직중",14,1.4e-05,0.99582,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 에스컬레이터 설치 및 정비원, 현재 구직중",14,1.4e-05,0.995834,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 건축설비 기술자, 현재 구직중",14,1.4e-05,0.995848,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 산후조리 종사원, 현재 구직중",14,1.4e-05,0.995862,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
법률 관리자,14,1.4e-05,0.995876,1,???,kept:contains:관리자,high,no,1,contains:관리자,kept from draft; no stronger correction rule
활자 디자이너,14,1.4e-05,0.99589,2,??? ? ?? ???,kept:suffix:디자이너,high,no,2,suffix:디자이너,kept from draft; no stronger correction rule
그 외 시각 및 공연 예술가,14,1.4e-05,0.995904,2,??? ? ?? ???,v3fix:arts/media/education professional,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 입학 사정관, 현재 구직중",14,1.4e-05,0.995918,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 청원경찰, 현재 구직중",14,1.4e-05,0.995932,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
대기 환경 시험원,14,1.4e-05,0.995946,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 그 외 교사, 현재 구직중",14,1.4e-05,0.99596,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 가전제품 설치 및 수리원, 현재 구직중",14,1.4e-05,0.995974,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
토양 환경 시험원,14,1.4e-05,0.995988,2,??? ? ?? ???,v2:시험원,high,yes,other,no_rule,professional/associate professional
"전직 화학물 여과기 및 분리기 조작원, 현재 구직중",14,1.4e-05,0.996002,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 교사 교육 보조원, 현재 구직중",14,1.4e-05,0.996016,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
피부과 및 비뇨기과 전문 의사,14,1.4e-05,0.99603,2,??? ? ?? ???,kept:suffix:의사,high,no,2,suffix:의사,kept from draft; no stronger correction rule
경영학 연구원,14,1.4e-05,0.996044,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
집행관,14,1.4e-05,0.996058,3,?? ???,v3fix:final low cleanup,medium,yes,other,no_rule,manual cleanup of remaining tiny-tail fallback
"전직 떡 제조원, 현재 구직중",14,1.4e-05,0.996072,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 바닥재 시공원, 현재 구직중",14,1.4e-05,0.996086,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
천문 및 우주 과학 연구원,14,1.4e-05,0.9961,2,??? ? ?? ???,kept:suffix:연구원,high,no,2,suffix:연구원,kept from draft; no stronger correction rule
"전직 선반기 조작원, 현재 구직중",14,1.4e-05,0.996114,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
그 외 패턴사,13,1.3e-05,0.996127,7,??? ? ?? ?? ???,v2:패턴사,high,yes,other,no_rule,craft/construction/manufacturing skilled
"전직 방송 송출 장비 기사, 현재 구직중",13,1.3e-05,0.99614,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 기자, 현재 구직중",13,1.3e-05,0.996153,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 통신기기 기술자 및 연구원, 현재 구직중",13,1.3e-05,0.996166,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
도서 및 영상 기록 매체 대여원,13,1.3e-05,0.996179,4,??? ???,v3:대여원,medium,yes,other,no_rule,service/care/monitoring/rental
"전직 식품학 연구원, 현재 구직중",13,1.3e-05,0.996192,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 건축시공 기술자, 현재 구직중",13,1.3e-05,0.996205,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 토목 관련 관리자, 현재 구직중",13,1.3e-05,0.996218,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 덤프트럭 운전원, 현재 구직중",13,1.3e-05,0.996231,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 호송 경비원, 현재 구직중",13,1.3e-05,0.996244,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
소아청소년과 전문 의사,13,1.3e-05,0.996257,2,??? ? ?? ???,kept:suffix:의사,medium,yes,2,suffix:의사,kept from draft; no stronger correction rule
중·고등학교 교장 및 교감,13,1.3e-05,0.99627,1,???,v3fix:institution/political manager,medium,yes,other,no_rule,manual cleanup of low-confidence fallback
"전직 방송장비 설치 및 수리원, 현재 구직중",13,1.3e-05,0.996283,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
"전직 그 외 버스 운전원, 현재 구직중",13,1.3e-05,0.996296,unemployed,??/?????,kept:contains:구직중,high,no,unemployed,contains:구직중,employment-status bucket is immutable
