occupation,count,share,cumulative_share,ksco_major_code,ksco_major_label,rule_hit,needs_review
"전직 소방시설 공사 기술자 및 연구원, 현재 구직중",24,2.4e-05,0.99298,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 교육 전문가, 현재 구직중",24,2.4e-05,0.993004,unemployed,무직/비경제활동,contains:구직중,
배우,24,2.4e-05,0.993028,other,기타/검토,no_rule,yes
"전직 도로운송 사무원, 현재 구직중",24,2.4e-05,0.993052,unemployed,무직/비경제활동,contains:구직중,
건축가,24,2.4e-05,0.993076,other,기타/검토,no_rule,yes
농림·수산업 및 수의학 교수,24,2.4e-05,0.9931,2,전문가 및 관련 종사자,suffix:교수,
"전직 웨딩플래너, 현재 구직중",24,2.4e-05,0.993124,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금속·재료 공학 기술자 및 연구원, 현재 구직중",24,2.4e-05,0.993148,unemployed,무직/비경제활동,contains:구직중,
"전직 부동산 중개사, 현재 구직중",24,2.4e-05,0.993172,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 냉동·냉장·공조기 설치 및 정비원, 현재 구직중",23,2.3e-05,0.993195,unemployed,무직/비경제활동,contains:구직중,
"전직 자동차공학 기술자 및 연구원, 현재 구직중",23,2.3e-05,0.993218,unemployed,무직/비경제활동,contains:구직중,
"전직 이삿짐 운반원, 현재 구직중",23,2.3e-05,0.993241,unemployed,무직/비경제활동,contains:구직중,
"전직 모바일 애플리케이션 프로그래머, 현재 구직중",23,2.3e-05,0.993264,unemployed,무직/비경제활동,contains:구직중,
오토바이 정비원,23,2.3e-05,0.993287,7,기능원 및 관련 기능 종사자,contains:정비,
가구 조립원,23,2.3e-05,0.99331,8,장치·기계 조작 및 조립 종사자,contains:조립,
가방 및 신발 디자이너,23,2.3e-05,0.993333,2,전문가 및 관련 종사자,suffix:디자이너,
디자인 관련 관리자,23,2.3e-05,0.993356,1,관리자,contains:관리자,
보조 연기자,23,2.3e-05,0.993379,other,기타/검토,no_rule,yes
"전직 자동차 부품 기술 영업원, 현재 구직중",23,2.3e-05,0.993402,unemployed,무직/비경제활동,contains:구직중,
"전직 은행 사무원, 현재 구직중",23,2.3e-05,0.993425,unemployed,무직/비경제활동,contains:구직중,
회원 단체 관련 관리자,23,2.3e-05,0.993448,1,관리자,contains:관리자,
"전직 가죽 및 모피 가공원, 현재 구직중",23,2.3e-05,0.993471,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 시각 디자이너, 현재 구직중",23,2.3e-05,0.993494,unemployed,무직/비경제활동,contains:구직중,
요리 연구가,23,2.3e-05,0.993517,2,전문가 및 관련 종사자,contains:연구,
의약품 영업원,23,2.3e-05,0.99354,5,판매 종사자,contains:영업,
"전직 미디어 콘텐츠 창작자, 현재 구직중",23,2.3e-05,0.993563,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 경호 및 보안 관련 종사원, 현재 구직중",22,2.2e-05,0.993585,unemployed,무직/비경제활동,contains:구직중,
"전직 택시 운전원, 현재 구직중",22,2.2e-05,0.993607,unemployed,무직/비경제활동,contains:구직중,
"전직 무대 및 세트 디자이너, 현재 구직중",22,2.2e-05,0.993629,unemployed,무직/비경제활동,contains:구직중,
정치학 연구원,22,2.2e-05,0.993651,2,전문가 및 관련 종사자,suffix:연구원,
자동차 전기 및 전자 정비원,22,2.2e-05,0.993673,7,기능원 및 관련 기능 종사자,contains:정비,
"전직 농업용 기계장비 기술 영업원, 현재 구직중",22,2.2e-05,0.993695,unemployed,무직/비경제활동,contains:구직중,
"전직 금속 세척기 조작원, 현재 구직중",22,2.2e-05,0.993717,unemployed,무직/비경제활동,contains:구직중,
"전직 호텔 서비스원, 현재 구직중",22,2.2e-05,0.993739,unemployed,무직/비경제활동,contains:구직중,
"전직 가스 용접원, 현재 구직중",22,2.2e-05,0.993761,unemployed,무직/비경제활동,contains:구직중,
그 외 연구 관리자,22,2.2e-05,0.993783,1,관리자,contains:관리자,
"전직 분식 조리사, 현재 구직중",21,2.1e-05,0.993804,unemployed,무직/비경제활동,contains:구직중,
"전직 마케팅 관리자, 현재 구직중",21,2.1e-05,0.993825,unemployed,무직/비경제활동,contains:구직중,
경제학 연구원,21,2.1e-05,0.993846,2,전문가 및 관련 종사자,suffix:연구원,
"전직 자동 재봉설비 조작원, 현재 구직중",21,2.1e-05,0.993867,unemployed,무직/비경제활동,contains:구직중,
선물거래 중개인,21,2.1e-05,0.993888,5,판매 종사자,contains:중개인,
"전직 건축 제도사, 현재 구직중",21,2.1e-05,0.993909,unemployed,무직/비경제활동,contains:구직중,
판사,21,2.1e-05,0.99393,2,전문가 및 관련 종사자,suffix:판사,
"전직 간병인, 현재 구직중",20,2e-05,0.99395,unemployed,무직/비경제활동,contains:구직중,
건강원 및 탕제원 종사원,20,2e-05,0.99397,other,기타/검토,no_rule,yes
방송 및 영화연출 보조원,20,2e-05,0.99399,3,사무 종사자,suffix:보조원,
채석원,20,2e-05,0.99401,other,기타/검토,no_rule,yes
"전직 그 외 산업 안전 및 위험 관리원, 현재 구직중",20,2e-05,0.99403,unemployed,무직/비경제활동,contains:구직중,
섬유 및 의복 제품 생산 관리자,20,2e-05,0.99405,1,관리자,contains:관리자,
"전직 교통 계획 및 설계가, 현재 구직중",20,2e-05,0.99407,unemployed,무직/비경제활동,contains:구직중,
"전직 아파트 경비원, 현재 구직중",20,2e-05,0.99409,unemployed,무직/비경제활동,contains:구직중,
"전직 총무 및 인사 관리자, 현재 구직중",20,2e-05,0.99411,unemployed,무직/비경제활동,contains:구직중,
그 외 숙박·여행·오락 및 스포츠 관련 관리자,20,2e-05,0.99413,1,관리자,contains:관리자,
"전직 금속제품 도장기 조작원, 현재 구직중",20,2e-05,0.99415,unemployed,무직/비경제활동,contains:구직중,
의학 연구원,20,2e-05,0.99417,2,전문가 및 관련 종사자,suffix:연구원,
"전직 공연·영화 및 음반 기획자, 현재 구직중",20,2e-05,0.99419,unemployed,무직/비경제활동,contains:구직중,
"전직 주입·포장 및 봉함기 조작원, 현재 구직중",20,2e-05,0.99421,unemployed,무직/비경제활동,contains:구직중,
"전직 체인점 모집 및 관리 영업원, 현재 구직중",19,1.9e-05,0.994229,unemployed,무직/비경제활동,contains:구직중,
혼례 종사원,19,1.9e-05,0.994248,other,기타/검토,no_rule,yes
여행 관련 관리자,19,1.9e-05,0.994267,1,관리자,contains:관리자,
"전직 패스트푸드 준비원, 현재 구직중",19,1.9e-05,0.994286,unemployed,무직/비경제활동,contains:구직중,
정신건강의학과 및 신경과 전문 의사,19,1.9e-05,0.994305,2,전문가 및 관련 종사자,suffix:의사,
시트 제품 제조원,19,1.9e-05,0.994324,other,기타/검토,no_rule,yes
"전직 금속공학 기술자 및 연구원, 현재 구직중",19,1.9e-05,0.994343,unemployed,무직/비경제활동,contains:구직중,
성악가,19,1.9e-05,0.994362,other,기타/검토,no_rule,yes
"전직 그 외 공업기계 설치 및 정비원, 현재 구직중",19,1.9e-05,0.994381,unemployed,무직/비경제활동,contains:구직중,
"전직 홍보 전문가, 현재 구직중",19,1.9e-05,0.9944,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 건설·전기 및 생산 관련 관리자, 현재 구직중",19,1.9e-05,0.994419,unemployed,무직/비경제활동,contains:구직중,
모피 패턴사,19,1.9e-05,0.994438,other,기타/검토,no_rule,yes
"전직 재활용품 수거원, 현재 구직중",19,1.9e-05,0.994457,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 금속 공작 기계 조작원, 현재 구직중",19,1.9e-05,0.994476,unemployed,무직/비경제활동,contains:구직중,
영상의학과 및 병리과 전문 의사,19,1.9e-05,0.994495,2,전문가 및 관련 종사자,suffix:의사,
"전직 그 외 용접원, 현재 구직중",19,1.9e-05,0.994514,unemployed,무직/비경제활동,contains:구직중,
"전직 반도체공학 기술자 및 연구원, 현재 구직중",19,1.9e-05,0.994533,unemployed,무직/비경제활동,contains:구직중,
"전직 화학물 가열 처리 장치 조작원, 현재 구직중",19,1.9e-05,0.994552,unemployed,무직/비경제활동,contains:구직중,
신발 제조기 조작원 및 조립원,19,1.9e-05,0.994571,8,장치·기계 조작 및 조립 종사자,contains:조작원,
로봇공학 시험원,19,1.9e-05,0.99459,other,기타/검토,no_rule,yes
"전직 건물 전기 및 전자설비 조작원, 현재 구직중",19,1.9e-05,0.994609,unemployed,무직/비경제활동,contains:구직중,
비알코올성 음료 제조기 조작원,19,1.9e-05,0.994628,4,서비스 종사자,contains:음료,
"전직 금속 열처리로 조작원, 현재 구직중",18,1.8e-05,0.994646,unemployed,무직/비경제활동,contains:구직중,
"전직 컴퓨터 소프트웨어 개발 관리자, 현재 구직중",18,1.8e-05,0.994664,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 음료 조리사, 현재 구직중",18,1.8e-05,0.994682,unemployed,무직/비경제활동,contains:구직중,
"전직 특수 경비원, 현재 구직중",18,1.8e-05,0.9947,unemployed,무직/비경제활동,contains:구직중,
"전직 전기장비 조립원, 현재 구직중",18,1.8e-05,0.994718,unemployed,무직/비경제활동,contains:구직중,
"전직 인쇄 관련 기능 종사원, 현재 구직중",18,1.8e-05,0.994736,unemployed,무직/비경제활동,contains:구직중,
심리학 연구원,18,1.8e-05,0.994754,2,전문가 및 관련 종사자,suffix:연구원,
"전직 금형공학 기술자 및 연구원, 현재 구직중",18,1.8e-05,0.994772,unemployed,무직/비경제활동,contains:구직중,
"전직 신용카드 모집인, 현재 구직중",18,1.8e-05,0.99479,unemployed,무직/비경제활동,contains:구직중,
"전직 잠수 기능원, 현재 구직중",18,1.8e-05,0.994808,unemployed,무직/비경제활동,contains:구직중,
건설용 굴삭기 정비원,18,1.8e-05,0.994826,7,기능원 및 관련 기능 종사자,contains:정비,
역사학 연구원,18,1.8e-05,0.994844,2,전문가 및 관련 종사자,suffix:연구원,
"전직 화학 연구원, 현재 구직중",18,1.8e-05,0.994862,unemployed,무직/비경제활동,contains:구직중,
그 외 오락시설 서비스원,18,1.8e-05,0.99488,4,서비스 종사자,contains:서비스,
투자 인수 심사원,18,1.8e-05,0.994898,other,기타/검토,no_rule,yes
"전직 금속절곡기 조작원, 현재 구직중",18,1.8e-05,0.994916,unemployed,무직/비경제활동,contains:구직중,
무용가,17,1.7e-05,0.994933,other,기타/검토,no_rule,yes
그 외 재봉사,17,1.7e-05,0.99495,other,기타/검토,no_rule,yes
"전직 쓰레기 수거원, 현재 구직중",17,1.7e-05,0.994967,unemployed,무직/비경제활동,contains:구직중,
"전직 번역가, 현재 구직중",17,1.7e-05,0.994984,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 환경미화원 및 재활용품 수거원, 현재 구직중",17,1.7e-05,0.995001,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 전기·전자 부품 및 제품 조립원, 현재 구직중",17,1.7e-05,0.995018,unemployed,무직/비경제활동,contains:구직중,
원자력발전장치 운전원,17,1.7e-05,0.995035,8,장치·기계 조작 및 조립 종사자,contains:운전원,
초등학교 교장 및 교감,17,1.7e-05,0.995052,other,기타/검토,no_rule,yes
"전직 보험 중개인, 현재 구직중",17,1.7e-05,0.995069,unemployed,무직/비경제활동,contains:구직중,
렌터카 운전원,17,1.7e-05,0.995086,8,장치·기계 조작 및 조립 종사자,contains:운전원,
"전직 보안 관제원, 현재 구직중",17,1.7e-05,0.995103,unemployed,무직/비경제활동,contains:구직중,
"전직 일반영양사, 현재 구직중",17,1.7e-05,0.99512,unemployed,무직/비경제활동,contains:구직중,
직물 디자이너,17,1.7e-05,0.995137,2,전문가 및 관련 종사자,suffix:디자이너,
"전직 복지시설 생활 지도원, 현재 구직중",17,1.7e-05,0.995154,unemployed,무직/비경제활동,contains:구직중,
"전직 철도 고가 전선 가설원, 현재 구직중",17,1.7e-05,0.995171,unemployed,무직/비경제활동,contains:구직중,
가죽 및 모피 재봉사,17,1.7e-05,0.995188,other,기타/검토,no_rule,yes
"전직 화학물 증류기 및 반응기 조작원, 현재 구직중",17,1.7e-05,0.995205,unemployed,무직/비경제활동,contains:구직중,
"전직 미술관·박물관 해설 및 안내원, 현재 구직중",17,1.7e-05,0.995222,unemployed,무직/비경제활동,contains:구직중,
"전직 사무용 전자기기 설치 및 수리원, 현재 구직중",17,1.7e-05,0.995239,unemployed,무직/비경제활동,contains:구직중,
도료제품 시험원,17,1.7e-05,0.995256,other,기타/검토,no_rule,yes
"전직 투자 권유 대행인, 현재 구직중",16,1.6e-05,0.995272,unemployed,무직/비경제활동,contains:구직중,
수산물가공 및 염장원,16,1.6e-05,0.995288,7,기능원 및 관련 기능 종사자,contains:가공,
"전직 그 외 건축 마감 관련 기능 종사원, 현재 구직중",16,1.6e-05,0.995304,unemployed,무직/비경제활동,contains:구직중,
"전직 가전제품 판매원, 현재 구직중",16,1.6e-05,0.99532,unemployed,무직/비경제활동,contains:구직중,
"전직 어업 단순 종사원, 현재 구직중",16,1.6e-05,0.995336,unemployed,무직/비경제활동,contains:구직중,
목재케이스 및 나무상자 제조원,16,1.6e-05,0.995352,other,기타/검토,no_rule,yes
"전직 소방설계 기술자 및 연구원, 현재 구직중",16,1.6e-05,0.995368,unemployed,무직/비경제활동,contains:구직중,
"전직 금속기계 부품 조립원, 현재 구직중",16,1.6e-05,0.995384,unemployed,무직/비경제활동,contains:구직중,
"전직 김치 제조 종사원, 현재 구직중",16,1.6e-05,0.9954,unemployed,무직/비경제활동,contains:구직중,
"전직 대리 주차원, 현재 구직중",16,1.6e-05,0.995416,unemployed,무직/비경제활동,contains:구직중,
"전직 사진가, 현재 구직중",16,1.6e-05,0.995432,unemployed,무직/비경제활동,contains:구직중,
"전직 의상 디자이너, 현재 구직중",16,1.6e-05,0.995448,unemployed,무직/비경제활동,contains:구직중,
송배전설비 전기원,16,1.6e-05,0.995464,other,기타/검토,no_rule,yes
도료제품 기술자 및 연구원,16,1.6e-05,0.99548,2,전문가 및 관련 종사자,suffix:연구원,
지구 및 기상 과학 연구원,15,1.5e-05,0.995495,2,전문가 및 관련 종사자,suffix:연구원,
"전직 네트워크 프로그래머, 현재 구직중",15,1.5e-05,0.99551,unemployed,무직/비경제활동,contains:구직중,
"전직 상표 부착기 조작원, 현재 구직중",15,1.5e-05,0.995525,unemployed,무직/비경제활동,contains:구직중,
"전직 감사 사무원, 현재 구직중",15,1.5e-05,0.99554,unemployed,무직/비경제활동,contains:구직중,
물리학 연구원,15,1.5e-05,0.995555,2,전문가 및 관련 종사자,suffix:연구원,
천일염 생산 종사원,15,1.5e-05,0.99557,other,기타/검토,no_rule,yes
"전직 전문 간호사, 현재 구직중",15,1.5e-05,0.995585,unemployed,무직/비경제활동,contains:구직중,
컴퓨터 하드웨어 개발 관리자,15,1.5e-05,0.9956,1,관리자,contains:관리자,
항공운송 관련 관리자,15,1.5e-05,0.995615,1,관리자,contains:관리자,
"전직 전기제어장치 설치 및 정비원, 현재 구직중",15,1.5e-05,0.99563,unemployed,무직/비경제활동,contains:구직중,
"전직 전자 부품 제조 기계 조작원, 현재 구직중",15,1.5e-05,0.995645,unemployed,무직/비경제활동,contains:구직중,
포장 디자이너,15,1.5e-05,0.99566,2,전문가 및 관련 종사자,suffix:디자이너,
"전직 시외 및 고속 버스 운전원, 현재 구직중",15,1.5e-05,0.995675,unemployed,무직/비경제활동,contains:구직중,
"전직 컴퓨터 시스템 설계 및 분석가, 현재 구직중",15,1.5e-05,0.99569,unemployed,무직/비경제활동,contains:구직중,
"전직 육아 도우미, 현재 구직중",15,1.5e-05,0.995705,unemployed,무직/비경제활동,contains:구직중,
"전직 교도관, 현재 구직중",15,1.5e-05,0.99572,unemployed,무직/비경제활동,contains:구직중,
사회학 연구원,15,1.5e-05,0.995735,2,전문가 및 관련 종사자,suffix:연구원,
"전직 그 외 건물 관리원, 현재 구직중",15,1.5e-05,0.99575,unemployed,무직/비경제활동,contains:구직중,
"전직 토목시공 기술자, 현재 구직중",14,1.4e-05,0.995764,unemployed,무직/비경제활동,contains:구직중,
그 외 건설용 기계 정비원,14,1.4e-05,0.995778,7,기능원 및 관련 기능 종사자,contains:정비,
"전직 실업 교사, 현재 구직중",14,1.4e-05,0.995792,unemployed,무직/비경제활동,contains:구직중,
"전직 건축감리 기술자, 현재 구직중",14,1.4e-05,0.995806,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 공학 관련 기술자 및 시험원, 현재 구직중",14,1.4e-05,0.99582,unemployed,무직/비경제활동,contains:구직중,
"전직 에스컬레이터 설치 및 정비원, 현재 구직중",14,1.4e-05,0.995834,unemployed,무직/비경제활동,contains:구직중,
"전직 건축설비 기술자, 현재 구직중",14,1.4e-05,0.995848,unemployed,무직/비경제활동,contains:구직중,
"전직 산후조리 종사원, 현재 구직중",14,1.4e-05,0.995862,unemployed,무직/비경제활동,contains:구직중,
법률 관리자,14,1.4e-05,0.995876,1,관리자,contains:관리자,
활자 디자이너,14,1.4e-05,0.99589,2,전문가 및 관련 종사자,suffix:디자이너,
그 외 시각 및 공연 예술가,14,1.4e-05,0.995904,other,기타/검토,no_rule,yes
"전직 입학 사정관, 현재 구직중",14,1.4e-05,0.995918,unemployed,무직/비경제활동,contains:구직중,
"전직 청원경찰, 현재 구직중",14,1.4e-05,0.995932,unemployed,무직/비경제활동,contains:구직중,
대기 환경 시험원,14,1.4e-05,0.995946,other,기타/검토,no_rule,yes
"전직 그 외 교사, 현재 구직중",14,1.4e-05,0.99596,unemployed,무직/비경제활동,contains:구직중,
"전직 가전제품 설치 및 수리원, 현재 구직중",14,1.4e-05,0.995974,unemployed,무직/비경제활동,contains:구직중,
토양 환경 시험원,14,1.4e-05,0.995988,other,기타/검토,no_rule,yes
"전직 화학물 여과기 및 분리기 조작원, 현재 구직중",14,1.4e-05,0.996002,unemployed,무직/비경제활동,contains:구직중,
"전직 교사 교육 보조원, 현재 구직중",14,1.4e-05,0.996016,unemployed,무직/비경제활동,contains:구직중,
피부과 및 비뇨기과 전문 의사,14,1.4e-05,0.99603,2,전문가 및 관련 종사자,suffix:의사,
경영학 연구원,14,1.4e-05,0.996044,2,전문가 및 관련 종사자,suffix:연구원,
집행관,14,1.4e-05,0.996058,other,기타/검토,no_rule,yes
"전직 떡 제조원, 현재 구직중",14,1.4e-05,0.996072,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 바닥재 시공원, 현재 구직중",14,1.4e-05,0.996086,unemployed,무직/비경제활동,contains:구직중,
천문 및 우주 과학 연구원,14,1.4e-05,0.9961,2,전문가 및 관련 종사자,suffix:연구원,
"전직 선반기 조작원, 현재 구직중",14,1.4e-05,0.996114,unemployed,무직/비경제활동,contains:구직중,
그 외 패턴사,13,1.3e-05,0.996127,other,기타/검토,no_rule,yes
"전직 방송 송출 장비 기사, 현재 구직중",13,1.3e-05,0.99614,unemployed,무직/비경제활동,contains:구직중,
"전직 기자, 현재 구직중",13,1.3e-05,0.996153,unemployed,무직/비경제활동,contains:구직중,
"전직 통신기기 기술자 및 연구원, 현재 구직중",13,1.3e-05,0.996166,unemployed,무직/비경제활동,contains:구직중,
도서 및 영상 기록 매체 대여원,13,1.3e-05,0.996179,other,기타/검토,no_rule,yes
"전직 식품학 연구원, 현재 구직중",13,1.3e-05,0.996192,unemployed,무직/비경제활동,contains:구직중,
"전직 건축시공 기술자, 현재 구직중",13,1.3e-05,0.996205,unemployed,무직/비경제활동,contains:구직중,
"전직 토목 관련 관리자, 현재 구직중",13,1.3e-05,0.996218,unemployed,무직/비경제활동,contains:구직중,
"전직 덤프트럭 운전원, 현재 구직중",13,1.3e-05,0.996231,unemployed,무직/비경제활동,contains:구직중,
"전직 호송 경비원, 현재 구직중",13,1.3e-05,0.996244,unemployed,무직/비경제활동,contains:구직중,
소아청소년과 전문 의사,13,1.3e-05,0.996257,2,전문가 및 관련 종사자,suffix:의사,
중·고등학교 교장 및 교감,13,1.3e-05,0.99627,other,기타/검토,no_rule,yes
"전직 방송장비 설치 및 수리원, 현재 구직중",13,1.3e-05,0.996283,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 버스 운전원, 현재 구직중",13,1.3e-05,0.996296,unemployed,무직/비경제활동,contains:구직중,
"전직 제관원, 현재 구직중",13,1.3e-05,0.996309,unemployed,무직/비경제활동,contains:구직중,
"전직 농학 연구원, 현재 구직중",13,1.3e-05,0.996322,unemployed,무직/비경제활동,contains:구직중,
"전직 건축 관련 관리자, 현재 구직중",13,1.3e-05,0.996335,unemployed,무직/비경제활동,contains:구직중,
교도 관리자,13,1.3e-05,0.996348,1,관리자,contains:관리자,
"전직 강구조물 가공원, 현재 구직중",13,1.3e-05,0.996361,unemployed,무직/비경제활동,contains:구직중,
"전직 자동 재단기 조작원, 현재 구직중",13,1.3e-05,0.996374,unemployed,무직/비경제활동,contains:구직중,
"전직 임상영양사, 현재 구직중",13,1.3e-05,0.996387,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 도시 및 교통 관련 전문가, 현재 구직중",13,1.3e-05,0.9964,unemployed,무직/비경제활동,contains:구직중,
"전직 소방관, 현재 구직중",13,1.3e-05,0.996413,unemployed,무직/비경제활동,contains:구직중,
"전직 전기 관련 관리자, 현재 구직중",13,1.3e-05,0.996426,unemployed,무직/비경제활동,contains:구직중,
"전직 기계 제도사, 현재 구직중",12,1.2e-05,0.996438,unemployed,무직/비경제활동,contains:구직중,
사진측량 및 분석가,12,1.2e-05,0.99645,2,전문가 및 관련 종사자,contains:분석가,
"전직 언어재활사, 현재 구직중",12,1.2e-05,0.996462,unemployed,무직/비경제활동,contains:구직중,
헬리콥터 조종사,12,1.2e-05,0.996474,other,기타/검토,no_rule,yes
가수,12,1.2e-05,0.996486,other,기타/검토,no_rule,yes
"전직 컴퓨터 시스템 감리 전문가, 현재 구직중",12,1.2e-05,0.996498,unemployed,무직/비경제활동,contains:구직중,
그 외 재단사,12,1.2e-05,0.99651,other,기타/검토,no_rule,yes
개그맨 및 코미디언,12,1.2e-05,0.996522,other,기타/검토,no_rule,yes
"전직 고무·플라스틱 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996534,unemployed,무직/비경제활동,contains:구직중,
청소 관련 관리자,12,1.2e-05,0.996546,1,관리자,contains:관리자,
"전직 공학·제조 및 건설 분야 교수, 현재 구직중",12,1.2e-05,0.996558,unemployed,무직/비경제활동,contains:구직중,
"전직 교통안전 연구원, 현재 구직중",12,1.2e-05,0.99657,unemployed,무직/비경제활동,contains:구직중,
정당 및 특수 단체 임원,12,1.2e-05,0.996582,1,관리자,contains:임원,
"전직 용융 도금기 조작원, 현재 구직중",12,1.2e-05,0.996594,unemployed,무직/비경제활동,contains:구직중,
"전직 산업기계공학 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996606,unemployed,무직/비경제활동,contains:구직중,
보건 및 복지 시간강사,12,1.2e-05,0.996618,2,전문가 및 관련 종사자,suffix:강사,
경찰 관리자,12,1.2e-05,0.99663,1,관리자,contains:관리자,
"전직 섬유 공정 개발 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996642,unemployed,무직/비경제활동,contains:구직중,
"전직 법무사, 현재 구직중",12,1.2e-05,0.996654,unemployed,무직/비경제활동,contains:구직중,
"전직 전자계측 제어 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996666,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 미용 관련 서비스 종사원, 현재 구직중",12,1.2e-05,0.996678,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 정육가공 및 도축 관련 종사원, 현재 구직중",12,1.2e-05,0.99669,unemployed,무직/비경제활동,contains:구직중,
"전직 건물용 냉동·냉장·공조기 설치 및 정비원, 현재 구직중",12,1.2e-05,0.996702,unemployed,무직/비경제활동,contains:구직중,
"전직 전기 안전 기술자 및 연구원, 현재 구직중",12,1.2e-05,0.996714,unemployed,무직/비경제활동,contains:구직중,
"전직 내장 목공, 현재 구직중",12,1.2e-05,0.996726,unemployed,무직/비경제활동,contains:구직중,
"전직 대리석 부착원, 현재 구직중",12,1.2e-05,0.996738,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 제분 및 도정 관련 기계 조작원, 현재 구직중",12,1.2e-05,0.99675,unemployed,무직/비경제활동,contains:구직중,
도자기 공예원,12,1.2e-05,0.996762,other,기타/검토,no_rule,yes
"전직 산업용 기계장비 기술 영업원, 현재 구직중",12,1.2e-05,0.996774,unemployed,무직/비경제활동,contains:구직중,
"전직 게임 프로그래머, 현재 구직중",11,1.1e-05,0.996785,unemployed,무직/비경제활동,contains:구직중,
"전직 화학기계 설치 및 정비원, 현재 구직중",11,1.1e-05,0.996796,unemployed,무직/비경제활동,contains:구직중,
"전직 정보 통신 컨설턴트, 현재 구직중",11,1.1e-05,0.996807,unemployed,무직/비경제활동,contains:구직중,
"전직 신발 및 액세서리 판매원, 현재 구직중",11,1.1e-05,0.996818,unemployed,무직/비경제활동,contains:구직중,
"전직 섬유 소재 개발 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996829,unemployed,무직/비경제활동,contains:구직중,
"전직 방수공, 현재 구직중",11,1.1e-05,0.99684,unemployed,무직/비경제활동,contains:구직중,
"전직 가스 생산기 조작원, 현재 구직중",11,1.1e-05,0.996851,unemployed,무직/비경제활동,contains:구직중,
"전직 품질 인증 심사 전문가, 현재 구직중",11,1.1e-05,0.996862,unemployed,무직/비경제활동,contains:구직중,
그 외 아나운서 및 리포터,11,1.1e-05,0.996873,other,기타/검토,no_rule,yes
"전직 의무 기록사, 현재 구직중",11,1.1e-05,0.996884,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 상품 중개인 및 경매사, 현재 구직중",11,1.1e-05,0.996895,unemployed,무직/비경제활동,contains:구직중,
"전직 전자제품 제조 기계 조작원, 현재 구직중",11,1.1e-05,0.996906,unemployed,무직/비경제활동,contains:구직중,
그 외 상품 대여원,11,1.1e-05,0.996917,other,기타/검토,no_rule,yes
"전직 금속코팅·광택 및 래미네이팅기 조작원, 현재 구직중",11,1.1e-05,0.996928,unemployed,무직/비경제활동,contains:구직중,
공장 전기 및 전자설비 조작원,11,1.1e-05,0.996939,8,장치·기계 조작 및 조립 종사자,contains:조작원,
"전직 증권 사무원, 현재 구직중",11,1.1e-05,0.99695,unemployed,무직/비경제활동,contains:구직중,
"전직 컴퓨터 하드웨어 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996961,unemployed,무직/비경제활동,contains:구직중,
"전직 통역가, 현재 구직중",11,1.1e-05,0.996972,unemployed,무직/비경제활동,contains:구직중,
"전직 엘리베이터 설치 및 정비원, 현재 구직중",11,1.1e-05,0.996983,unemployed,무직/비경제활동,contains:구직중,
"전직 그 외 전자공학 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.996994,unemployed,무직/비경제활동,contains:구직중,
동산 감정 전문가,11,1.1e-05,0.997005,2,전문가 및 관련 종사자,suffix:전문가,
"전직 통신기술 기술자 및 연구원, 현재 구직중",11,1.1e-05,0.997016,unemployed,무직/비경제활동,contains:구직중,
지방의회 의원 및 교육 의원,11,1.1e-05,0.997027,other,기타/검토,no_rule,yes
"전직 제품 단순 선별원, 현재 구직중",11,1.1e-05,0.997038,unemployed,무직/비경제활동,contains:구직중,
"전직 신차 영업원, 현재 구직중",11,1.1e-05,0.997049,unemployed,무직/비경제활동,contains:구직중,
방송·출판 및 영상 관련 관리자,11,1.1e-05,0.99706,1,관리자,contains:관리자,
인력 공급 및 알선 서비스 관리자,11,1.1e-05,0.997071,1,관리자,contains:관리자,
영상·녹화 및 편집 기사,11,1.1e-05,0.997082,2,전문가 및 관련 종사자,suffix:기사,
"전직 세탁원 및 다림질원, 현재 구직중",10,1e-05,0.997092,unemployed,무직/비경제활동,contains:구직중,
